SeqName	EPI_ISL	IsolateName	CollectionDate	Country	State	Place	decDate
Mexico|CHH-InDRE_FB13255_S1706|EPI_ISL_1857261|B.1.1.519|2021-04-09	EPI_ISL_1857261	CHH-InDRE_FB13255_S1706	2021-04-09	North America	Mexico	Chihuahua	2021.26849315068
Mexico|CHH-InDRE_FB13256_S1707|EPI_ISL_1857262|B.1.1.519|2021-04-11	EPI_ISL_1857262	CHH-InDRE_FB13256_S1707	2021-04-11	North America	Mexico	Chihuahua	2021.27397260274
Mexico|BCS-InDRE_FB13294_S1711|EPI_ISL_1857266|B.1.1.519|2021-04-10	EPI_ISL_1857266	BCS-InDRE_FB13294_S1711	2021-04-10	North America	Mexico	Baja California Sur	2021.27123287671
Mexico|BCS-InDRE_FB13299_S1712|EPI_ISL_1857267|B.1.1.519|2021-04-10	EPI_ISL_1857267	BCS-InDRE_FB13299_S1712	2021-04-10	North America	Mexico	Baja California Sur	2021.27123287671
Mexico|CMX-InDRE_FB13306_S1713|EPI_ISL_1857268|B.1.1.519|2021-04-05	EPI_ISL_1857268	CMX-InDRE_FB13306_S1713	2021-04-05	North America	Mexico	Mexico City	2021.25753424658
Mexico|MEX-InDRE_FB13324_S1715|EPI_ISL_1857270|B.1.1.519|2021-04-04	EPI_ISL_1857270	MEX-InDRE_FB13324_S1715	2021-04-04	North America	Mexico	State of Mexico	2021.25479452055
Mexico|CMX-InDRE_FD53894_S1717|EPI_ISL_1857272|B.1.1.519|2021-04-13	EPI_ISL_1857272	CMX-InDRE_FD53894_S1717	2021-04-13	North America	Mexico	Mexico City	2021.27945205479
Mexico|CMX-InDRE_FD49549_S1720|EPI_ISL_1857275|B.1.1.519|2021-04-13	EPI_ISL_1857275	CMX-InDRE_FD49549_S1720	2021-04-13	North America	Mexico	Mexico City	2021.27945205479
Mexico|CMX-INMEGEN-04-04-66|EPI_ISL_1857295|B.1.1.519|2021-02-26	EPI_ISL_1857295	CMX-INMEGEN-04-04-66	2021-02-26	North America	Mexico	Mexico City	2021.15342465753
Qatar|QA-QU_02-2-44|EPI_ISL_1712699|B.36|2020-03-13	EPI_ISL_1712699	QA-QU_02-2-44	2020-03-13	Asia	Qatar	Doha	2020.19452054795
Spain|PV-HUG4|EPI_ISL_1743687|B.1.1.519|2021-03-21	EPI_ISL_1743687	PV-HUG4	2021-03-21	Europe	Spain	Basque Country	2021.21643835616
Spain|CB-IBV-98023923|EPI_ISL_1788182|B.1.1.519|2021-03-02	EPI_ISL_1788182	CB-IBV-98023923	2021-03-02	Europe	Spain	Cantabria	2021.16438356164
USA|WV-CDC-LC0044792|EPI_ISL_1798465|B.1.1.519|2021-04-05	EPI_ISL_1798465	WV-CDC-LC0044792	2021-04-05	North America	USA	West Virginia	2021.25753424658
USA|CA-CDC-LC0044921|EPI_ISL_1798976|B.1.1.519|2021-04-10	EPI_ISL_1798976	CA-CDC-LC0044921	2021-04-10	North America	USA	California	2021.27123287671
USA|AK-PHL8312|EPI_ISL_1895884|B.1.1.519|2021-04-22	EPI_ISL_1895884	AK-PHL8312	2021-04-22	North America	USA	Alaska	2021.30410958904
USA|AK-PHL8334|EPI_ISL_1895974|B.1.1.519|2021-04-18	EPI_ISL_1895974	AK-PHL8334	2021-04-18	North America	USA	Alaska	2021.29315068493
USA|AK-PHL8346|EPI_ISL_1896030|B.1.1.519|2021-04-21	EPI_ISL_1896030	AK-PHL8346	2021-04-21	North America	USA	Alaska	2021.30136986301
USA|WA-PHL-000575|EPI_ISL_1897402|B.1.1.519|2021-04-22	EPI_ISL_1897402	WA-PHL-000575	2021-04-22	North America	USA	Washington	2021.30410958904
USA|MI-MDHHS-SC26731|EPI_ISL_1905858|B.1.1.519|2021-03-28	EPI_ISL_1905858	MI-MDHHS-SC26731	2021-03-28	North America	USA	Michigan	2021.23561643836
USA|KS-CDC-QDX23916739|EPI_ISL_1905946|B.1.1.519|2021-04-14	EPI_ISL_1905946	KS-CDC-QDX23916739	2021-04-14	North America	USA	Kansas	2021.28219178082
USA|MI-MDHHS-SC27010|EPI_ISL_1905995|B.1.1.519|2021-03-24	EPI_ISL_1905995	MI-MDHHS-SC27010	2021-03-24	North America	USA	Michigan	2021.22465753425
USA|TX-CDC-QDX23916653|EPI_ISL_1906854|B.1.1.519|2021-04-14	EPI_ISL_1906854	TX-CDC-QDX23916653	2021-04-14	North America	USA	Texas	2021.28219178082
USA|FL-CDC-STM-000055924|EPI_ISL_1907129|B.1.1.519|2021-04-12	EPI_ISL_1907129	FL-CDC-STM-000055924	2021-04-12	North America	USA	Florida	2021.27671232877
USA|GA-CDC-STM-000056650|EPI_ISL_1907569|B.1.1.519|2021-04-14	EPI_ISL_1907569	GA-CDC-STM-000056650	2021-04-14	North America	USA	Georgia	2021.28219178082
USA|FL-CDC-STM-000056372|EPI_ISL_1908054|B.1.1.519|2021-04-15	EPI_ISL_1908054	FL-CDC-STM-000056372	2021-04-15	North America	USA	Florida	2021.28493150685
USA|AZ-TG841332|EPI_ISL_1909291|B.1.1.519|2021-04-14	EPI_ISL_1909291	AZ-TG841332	2021-04-14	North America	USA	Arizona	2021.28219178082
USA|AZ-TG832188|EPI_ISL_1909416|B.1.1.519|2021-04-10	EPI_ISL_1909416	AZ-TG832188	2021-04-10	North America	USA	Arizona	2021.27123287671
USA|AZ-TG832666|EPI_ISL_1909541|B.1.1.519|2021-04-07	EPI_ISL_1909541	AZ-TG832666	2021-04-07	North America	USA	Arizona	2021.26301369863
USA|AZ-TG832159|EPI_ISL_1909555|B.1.1.519|2021-04-10	EPI_ISL_1909555	AZ-TG832159	2021-04-10	North America	USA	Arizona	2021.27123287671
USA|AZ-TG832580|EPI_ISL_1909593|B.1.1.519|2021-03-28	EPI_ISL_1909593	AZ-TG832580	2021-03-28	North America	USA	Arizona	2021.23561643836
USA|UT-UPHL-2104094065|EPI_ISL_1910646|B.1.1.519|2021-02-04	EPI_ISL_1910646	UT-UPHL-2104094065	2021-02-04	North America	USA	Utah	2021.09315068493
USA|UT-UPHL-2104069891|EPI_ISL_1910661|B.1.1.519|2021-01-16	EPI_ISL_1910661	UT-UPHL-2104069891	2021-01-16	North America	USA	Utah	2021.04109589041
USA|AZ-ASU4881|EPI_ISL_1910794|B.1.1.519|2021-04-06	EPI_ISL_1910794	AZ-ASU4881	2021-04-06	North America	USA	Arizona	2021.2602739726
USA|AZ-ASU4927|EPI_ISL_1910817|B.1.1.519|2021-04-06	EPI_ISL_1910817	AZ-ASU4927	2021-04-06	North America	USA	Arizona	2021.2602739726
USA|AZ-ASU4934|EPI_ISL_1910823|B.1.1.519|2021-04-13	EPI_ISL_1910823	AZ-ASU4934	2021-04-13	North America	USA	Arizona	2021.27945205479
Mexico|NLE-LESPNL-20210407045|EPI_ISL_1911253|B.1.1.519|2021-03-25	EPI_ISL_1911253	NLE-LESPNL-20210407045	2021-03-25	North America	Mexico	Nuevo Leon	2021.22739726027
Mexico|NLE-LESPNL-20210407022|EPI_ISL_1911262|B.1.1.519|2021-03-24	EPI_ISL_1911262	NLE-LESPNL-20210407022	2021-03-24	North America	Mexico	Nuevo Leon	2021.22465753425
Mexico|NLE-LESPNL-20210407023|EPI_ISL_1911274|B.1.1.519|2021-03-29	EPI_ISL_1911274	NLE-LESPNL-20210407023	2021-03-29	North America	Mexico	Nuevo Leon	2021.23835616438
Mexico|NLE-LESPNL-20210407002|EPI_ISL_1911278|B.1.1.519|2021-03-10	EPI_ISL_1911278	NLE-LESPNL-20210407002	2021-03-10	North America	Mexico	Nuevo Leon	2021.18630136986
Mexico|NLE-LESPNL-20210407047|EPI_ISL_1911290|B.1.1.519|2021-03-24	EPI_ISL_1911290	NLE-LESPNL-20210407047	2021-03-24	North America	Mexico	Nuevo Leon	2021.22465753425
Mexico|NLE-LESPNL-20210407013|EPI_ISL_1911293|B.1.1.519|2021-03-16	EPI_ISL_1911293	NLE-LESPNL-20210407013	2021-03-16	North America	Mexico	Nuevo Leon	2021.20273972603
Mexico|NLE-LESPNL-20210407004|EPI_ISL_1911297|B.1.1.519|2021-03-28	EPI_ISL_1911297	NLE-LESPNL-20210407004	2021-03-28	North America	Mexico	Nuevo Leon	2021.23561643836
Mexico|NLE-LESPNL-20210407008|EPI_ISL_1911307|B.1.1.519|2021-03-19	EPI_ISL_1911307	NLE-LESPNL-20210407008	2021-03-19	North America	Mexico	Nuevo Leon	2021.21095890411
Mexico|NLE-LESPNL-20210407001|EPI_ISL_1911310|B.1.1.519|2021-03-18	EPI_ISL_1911310	NLE-LESPNL-20210407001	2021-03-18	North America	Mexico	Nuevo Leon	2021.20821917808
USA|NJ-NYGC-S-RM-3914-DCJQ871|EPI_ISL_1912830|B.1.1.519|2021-02-08	EPI_ISL_1912830	NJ-NYGC-S-RM-3914-DCJQ871	2021-02-08	North America	USA	New Jersey	2021.10410958904
USA|NJ-NYGC-S-BM-5263-DKEZ585|EPI_ISL_1912839|B.1.1.519|2021-02-22	EPI_ISL_1912839	NJ-NYGC-S-BM-5263-DKEZ585	2021-02-22	North America	USA	New Jersey	2021.14246575342
USA|NJ-NYGC-S-OM-5359-DUER454|EPI_ISL_1912906|B.1.1.519|2021-02-15	EPI_ISL_1912906	NJ-NYGC-S-OM-5359-DUER454	2021-02-15	North America	USA	New Jersey	2021.12328767123
USA|ND-NDDH-0778|EPI_ISL_1919804|B.1.1.519|2021-04-12	EPI_ISL_1919804	ND-NDDH-0778	2021-04-12	North America	USA	North Dakota	2021.27671232877
USA|AK-PHL8378|EPI_ISL_1920987|B.1.1.519|2021-04-24	EPI_ISL_1920987	AK-PHL8378	2021-04-24	North America	USA	Alaska	2021.3095890411
USA|AK-PHL8382|EPI_ISL_1920990|B.1.1.519|2021-04-23	EPI_ISL_1920990	AK-PHL8382	2021-04-23	North America	USA	Alaska	2021.30684931507
USA|CA-UCSC-375|EPI_ISL_1921114|B.1.1.519|2021-04-02	EPI_ISL_1921114	CA-UCSC-375	2021-04-02	North America	USA	California	2021.24931506849
USA|AK-CDC-ASC210069283|EPI_ISL_1922915|B.1.1.519|2021-04-12	EPI_ISL_1922915	AK-CDC-ASC210069283	2021-04-12	North America	USA	Alaska	2021.27671232877
USA|AR-CDC-ASC210069615|EPI_ISL_1923081|B.1.1.519|2021-04-13	EPI_ISL_1923081	AR-CDC-ASC210069615	2021-04-13	North America	USA	Arkansas	2021.27945205479
USA|PA-CDC-STM-000057632|EPI_ISL_1923942|B.1.1.519|2021-04-14	EPI_ISL_1923942	PA-CDC-STM-000057632	2021-04-14	North America	USA	Pennsylvania	2021.28219178082
USA|CA-CDC-STM-000057924|EPI_ISL_1924110|B.1.1.519|2021-04-18	EPI_ISL_1924110	CA-CDC-STM-000057924	2021-04-18	North America	USA	California	2021.29315068493
USA|FL-CDC-STM-000058176|EPI_ISL_1924233|B.1.1.519|2021-04-17	EPI_ISL_1924233	FL-CDC-STM-000058176	2021-04-17	North America	USA	Florida	2021.2904109589
USA|OH-CDC-QDX24042392|EPI_ISL_1924550|B.1.1.519|2021-04-16	EPI_ISL_1924550	OH-CDC-QDX24042392	2021-04-16	North America	USA	Ohio	2021.28767123288
USA|MN-CDC-ASC210026522|EPI_ISL_1925096|B.1.1.519|2021-03-29	EPI_ISL_1925096	MN-CDC-ASC210026522	2021-03-29	North America	USA	Minnesota	2021.23835616438
USA|WI-CDC-ASC210024745|EPI_ISL_1925334|B.1.1.519|2021-03-26	EPI_ISL_1925334	WI-CDC-ASC210024745	2021-03-26	North America	USA	Wisconsin	2021.2301369863
USA|WI-CDC-ASC210024748|EPI_ISL_1925337|B.1.1.519|2021-03-26	EPI_ISL_1925337	WI-CDC-ASC210024748	2021-03-26	North America	USA	Wisconsin	2021.2301369863
USA|CA-CDC-ASC210024317|EPI_ISL_1925444|B.1.1.519|2021-03-28	EPI_ISL_1925444	CA-CDC-ASC210024317	2021-03-28	North America	USA	California	2021.23561643836
USA|IL-CDC-ASC210025925|EPI_ISL_1925546|B.1.1.519|2021-03-29	EPI_ISL_1925546	IL-CDC-ASC210025925	2021-03-29	North America	USA	Illinois	2021.23835616438
USA|WA-S6592|EPI_ISL_1925803|B.1.1.519|2021-02-16	EPI_ISL_1925803	WA-S6592	2021-02-16	North America	USA	Washington	2021.12602739726
USA|NY-CDC-LC0049761|EPI_ISL_1926301|B.1.1.519|2021-04-19	EPI_ISL_1926301	NY-CDC-LC0049761	2021-04-19	North America	USA	New York	2021.29589041096
USA|RI-CDC-LC0050223|EPI_ISL_1926491|B.1.1.519|2021-04-20	EPI_ISL_1926491	RI-CDC-LC0050223	2021-04-20	North America	USA	Rhode Island	2021.29863013699
USA|WI-CDC-LC0051653|EPI_ISL_1928898|B.1.1.519|2021-04-23	EPI_ISL_1928898	WI-CDC-LC0051653	2021-04-23	North America	USA	Wisconsin	2021.30684931507
USA|AZ-CDC-LC0052466|EPI_ISL_1930739|B.1.1.519|2021-04-19	EPI_ISL_1930739	AZ-CDC-LC0052466	2021-04-19	North America	USA	Arizona	2021.29589041096
USA|NV-CDC-LC0052511|EPI_ISL_1930751|B.1.1.519|2021-04-17	EPI_ISL_1930751	NV-CDC-LC0052511	2021-04-17	North America	USA	Nevada	2021.2904109589
USA|AZ-CDC-LC0052674|EPI_ISL_1930820|B.1.1.519|2021-04-20	EPI_ISL_1930820	AZ-CDC-LC0052674	2021-04-20	North America	USA	Arizona	2021.29863013699
USA|MT-CDC-LC0052935|EPI_ISL_1931403|B.1.1.519|2021-04-20	EPI_ISL_1931403	MT-CDC-LC0052935	2021-04-20	North America	USA	Montana	2021.29863013699
USA|OR-CDC-LC0053035|EPI_ISL_1931663|B.1.1.519|2021-04-23	EPI_ISL_1931663	OR-CDC-LC0053035	2021-04-23	North America	USA	Oregon	2021.30684931507
USA|TX-CDC-2-4282430|EPI_ISL_1937481|B.1.1.519|2021-04-14	EPI_ISL_1937481	TX-CDC-2-4282430	2021-04-14	North America	USA	Texas	2021.28219178082
USA|WY-WPHL-21026752|EPI_ISL_1938699|B.1.1.519|2021-04-02	EPI_ISL_1938699	WY-WPHL-21026752	2021-04-02	North America	USA	Wyoming	2021.24931506849
Spain|AN-IBV-98018764|EPI_ISL_1938822|B.1.1.519|2021-01-26	EPI_ISL_1938822	AN-IBV-98018764	2021-01-26	Europe	Spain	Andalusia	2021.06849315068
Spain|CB-IBV-98019457|EPI_ISL_1938857|B.1.1.519|2021-02-10	EPI_ISL_1938857	CB-IBV-98019457	2021-02-10	Europe	Spain	Cantabria	2021.1095890411
Spain|PV-HUB-59055232|EPI_ISL_1941262|B.1.1.519|2021-04-05	EPI_ISL_1941262	PV-HUB-59055232	2021-04-05	Europe	Spain	Basque Country	2021.25753424658
USA|CT-Yale-2880|EPI_ISL_1963659|B.1.1.519|2021-03-21	EPI_ISL_1963659	CT-Yale-2880	2021-03-21	North America	USA	Connecticut	2021.21643835616
USA|AK-PHL8397|EPI_ISL_1967904|B.1.1.519|2021-04-16	EPI_ISL_1967904	AK-PHL8397	2021-04-16	North America	USA	Alaska	2021.28767123288
USA|AK-PHL8398|EPI_ISL_1967905|B.1.1.519|2021-04-20	EPI_ISL_1967905	AK-PHL8398	2021-04-20	North America	USA	Alaska	2021.29863013699
USA|AK-PHL8414|EPI_ISL_1967917|B.1.1.519|2021-04-26	EPI_ISL_1967917	AK-PHL8414	2021-04-26	North America	USA	Alaska	2021.31506849315
USA|AK-PHL8427|EPI_ISL_1967928|B.1.1.519|2021-04-27	EPI_ISL_1967928	AK-PHL8427	2021-04-27	North America	USA	Alaska	2021.31780821918
USA|AK-PHL8432|EPI_ISL_1967933|B.1.1.519|2021-04-26	EPI_ISL_1967933	AK-PHL8432	2021-04-26	North America	USA	Alaska	2021.31506849315
USA|CA-SEARCH-9549|EPI_ISL_1969424|B.1.1.519|2021-04-09	EPI_ISL_1969424	CA-SEARCH-9549	2021-04-09	North America	USA	California	2021.26849315068
Mexico|CMX-INER-INMEGEN-00087|EPI_ISL_1970840|B.1.1.519|2021-03-18	EPI_ISL_1970840	CMX-INER-INMEGEN-00087	2021-03-18	North America	Mexico	Mexico City	2021.20821917808
Mexico|CMX-INER-INMEGEN-00088|EPI_ISL_1970841|B.1.1.519|2021-03-17	EPI_ISL_1970841	CMX-INER-INMEGEN-00088	2021-03-17	North America	Mexico	Mexico City	2021.20547945205
USA|NM-NMDOH-2021098689|EPI_ISL_1970904|B.1.1.519|2021-04-13	EPI_ISL_1970904	NM-NMDOH-2021098689	2021-04-13	North America	USA	New Mexico	2021.27945205479
USA|MO-CDC-QDX23849396|EPI_ISL_1798029|B.1.1.519|2021-04-12	EPI_ISL_1798029	MO-CDC-QDX23849396	2021-04-12	North America	USA	Missouri	2021.27671232877
USA|NJ-NYGC-S-RM-7090-HRMD543|EPI_ISL_1971324|B.1.1.519|2021-03-01	EPI_ISL_1971324	NJ-NYGC-S-RM-7090-HRMD543	2021-03-01	North America	USA	New Jersey	2021.16164383562
USA|TX-DSHS-6213|EPI_ISL_1971468|B.1.1.519|2021-04-14	EPI_ISL_1971468	TX-DSHS-6213	2021-04-14	North America	USA	Texas	2021.28219178082
Mexico|SIN_CIAD_HJ1450|EPI_ISL_1972331|B.1.1.519|2021-04-14	EPI_ISL_1972331	SIN_CIAD_HJ1450	2021-04-14	North America	Mexico	Sinaloa	2021.28219178082
Mexico|SIN_CIAD_HJ1453|EPI_ISL_1972332|B.1.1.519|2021-04-14	EPI_ISL_1972332	SIN_CIAD_HJ1453	2021-04-14	North America	Mexico	Sinaloa	2021.28219178082
Mexico|SIN_CIAD_HJ1455|EPI_ISL_1972333|B.1.1.519|2021-04-14	EPI_ISL_1972333	SIN_CIAD_HJ1455	2021-04-14	North America	Mexico	Sinaloa	2021.28219178082
Mexico|SIN_CIAD_HJ1457|EPI_ISL_1972334|B.1.1.519|2021-04-14	EPI_ISL_1972334	SIN_CIAD_HJ1457	2021-04-14	North America	Mexico	Sinaloa	2021.28219178082
Mexico|SIN_CIAD_ID2135|EPI_ISL_1972337|B.1.1.519|2021-04-07	EPI_ISL_1972337	SIN_CIAD_ID2135	2021-04-07	North America	Mexico	Sinaloa	2021.26301369863
Mexico|SIN_CIAD_S6387|EPI_ISL_1972338|B.1.1.519|2021-03-24	EPI_ISL_1972338	SIN_CIAD_S6387	2021-03-24	North America	Mexico	Sinaloa	2021.22465753425
USA|WI-CDC-LC0046484|EPI_ISL_1800375|B.1.1.519|2021-04-10	EPI_ISL_1800375	WI-CDC-LC0046484	2021-04-10	North America	USA	Wisconsin	2021.27123287671
USA|NC-CDC-QDX24087529|EPI_ISL_1989812|B.1.1.519|2021-04-19	EPI_ISL_1989812	NC-CDC-QDX24087529	2021-04-19	North America	USA	North Carolina	2021.29589041096
USA|FL-CDC-STM-000059392|EPI_ISL_1991200|B.1.1.519|2021-04-17	EPI_ISL_1991200	FL-CDC-STM-000059392	2021-04-17	North America	USA	Florida	2021.2904109589
USA|IN-CDC-STM-000060150|EPI_ISL_1991703|B.1.1.519|2021-04-18	EPI_ISL_1991703	IN-CDC-STM-000060150	2021-04-18	North America	USA	Indiana	2021.29315068493
USA|CA-CDC-FG-028641|EPI_ISL_1992019|B.1.1.519|2021-04-28	EPI_ISL_1992019	CA-CDC-FG-028641	2021-04-28	North America	USA	California	2021.32054794521
USA|CA-CDC-FG-030274|EPI_ISL_1993271|B.1.1.519|2021-05-02	EPI_ISL_1993271	CA-CDC-FG-030274	2021-05-02	North America	USA	California	2021.33150684932
USA|MI-MDHHS-SC28235|EPI_ISL_1994617|B.1.1.519|2021-04-01	EPI_ISL_1994617	MI-MDHHS-SC28235	2021-04-01	North America	USA	Michigan	2021.24657534247
USA|MI-MDHHS-SC28241|EPI_ISL_1994623|B.1.1.519|2021-04-01	EPI_ISL_1994623	MI-MDHHS-SC28241	2021-04-01	North America	USA	Michigan	2021.24657534247
USA|MI-MDHHS-SC28446|EPI_ISL_1994816|B.1.1.519|2021-04-05	EPI_ISL_1994816	MI-MDHHS-SC28446	2021-04-05	North America	USA	Michigan	2021.25753424658
USA|MI-MDHHS-SC28488|EPI_ISL_1994858|B.1.1.519|2021-03-30	EPI_ISL_1994858	MI-MDHHS-SC28488	2021-03-30	North America	USA	Michigan	2021.24109589041
USA|CA-CDC-ASC210053923|EPI_ISL_1995113|B.1.1.519|2021-04-08	EPI_ISL_1995113	CA-CDC-ASC210053923	2021-04-08	North America	USA	California	2021.26575342466
USA|MN-CDC-ASC210056178|EPI_ISL_1995862|B.1.1.519|2021-04-10	EPI_ISL_1995862	MN-CDC-ASC210056178	2021-04-10	North America	USA	Minnesota	2021.27123287671
USA|AZ-CDC-ASC210057056|EPI_ISL_1996228|B.1.1.519|2021-04-12	EPI_ISL_1996228	AZ-CDC-ASC210057056	2021-04-12	North America	USA	Arizona	2021.27671232877
USA|MI-CDC-ASC210054697|EPI_ISL_1996345|B.1.1.519|2021-04-10	EPI_ISL_1996345	MI-CDC-ASC210054697	2021-04-10	North America	USA	Michigan	2021.27123287671
USA|CA-CDC-ASC210055517|EPI_ISL_1996681|B.1.1.519|2021-04-10	EPI_ISL_1996681	CA-CDC-ASC210055517	2021-04-10	North America	USA	California	2021.27123287671
USA|CA-CDC-ASC210054503|EPI_ISL_1996987|B.1.1.519|2021-04-09	EPI_ISL_1996987	CA-CDC-ASC210054503	2021-04-09	North America	USA	California	2021.26849315068
USA|OR-CDC-ASC210070253|EPI_ISL_1997429|B.1.1.519|2021-04-13	EPI_ISL_1997429	OR-CDC-ASC210070253	2021-04-13	North America	USA	Oregon	2021.27945205479
USA|TX-CDC-ASC210070295|EPI_ISL_1997467|B.1.1.519|2021-04-14	EPI_ISL_1997467	TX-CDC-ASC210070295	2021-04-14	North America	USA	Texas	2021.28219178082
USA|MI-CDC-ASC210056906|EPI_ISL_1997687|B.1.1.519|2021-04-11	EPI_ISL_1997687	MI-CDC-ASC210056906	2021-04-11	North America	USA	Michigan	2021.27397260274
USA|OR-CDC-ASC210057320|EPI_ISL_1997789|B.1.1.519|2021-04-12	EPI_ISL_1997789	OR-CDC-ASC210057320	2021-04-12	North America	USA	Oregon	2021.27671232877
USA|CO-CDC-ASC210057367|EPI_ISL_1997829|B.1.1.519|2021-04-12	EPI_ISL_1997829	CO-CDC-ASC210057367	2021-04-12	North America	USA	Colorado	2021.27671232877
USA|PA-CDC-ASC210068896|EPI_ISL_1998149|B.1.1.519|2021-04-12	EPI_ISL_1998149	PA-CDC-ASC210068896	2021-04-12	North America	USA	Pennsylvania	2021.27671232877
USA|MI-CDC-ASC210068144|EPI_ISL_1998483|B.1.1.519|2021-04-11	EPI_ISL_1998483	MI-CDC-ASC210068144	2021-04-11	North America	USA	Michigan	2021.27397260274
USA|TN-CDC-ASC210067866|EPI_ISL_1998925|B.1.1.519|2021-04-13	EPI_ISL_1998925	TN-CDC-ASC210067866	2021-04-13	North America	USA	Tennessee	2021.27945205479
USA|TN-CDC-ASC210067892|EPI_ISL_1998946|B.1.1.519|2021-04-13	EPI_ISL_1998946	TN-CDC-ASC210067892	2021-04-13	North America	USA	Tennessee	2021.27945205479
USA|OR-CDC-ASC210069116|EPI_ISL_1999082|B.1.1.519|2021-04-12	EPI_ISL_1999082	OR-CDC-ASC210069116	2021-04-12	North America	USA	Oregon	2021.27671232877
USA|MI-CDC-ASC210070046|EPI_ISL_1999218|B.1.1.519|2021-04-14	EPI_ISL_1999218	MI-CDC-ASC210070046	2021-04-14	North America	USA	Michigan	2021.28219178082
USA|NM-CDC-ASC210070459|EPI_ISL_1999300|B.1.1.519|2021-04-13	EPI_ISL_1999300	NM-CDC-ASC210070459	2021-04-13	North America	USA	New Mexico	2021.27945205479
USA|MN-CDC-ASC210068694|EPI_ISL_1999330|B.1.1.519|2021-04-11	EPI_ISL_1999330	MN-CDC-ASC210068694	2021-04-11	North America	USA	Minnesota	2021.27397260274
USA|MI-CDC-ASC210069209|EPI_ISL_1999438|B.1.1.519|2021-04-13	EPI_ISL_1999438	MI-CDC-ASC210069209	2021-04-13	North America	USA	Michigan	2021.27945205479
USA|TX-CDC-ASC210068256|EPI_ISL_1999904|B.1.1.519|2021-04-11	EPI_ISL_1999904	TX-CDC-ASC210068256	2021-04-11	North America	USA	Texas	2021.27397260274
USA|OR-CDC-ASC210071349|EPI_ISL_2000214|B.1.1.519|2021-04-15	EPI_ISL_2000214	OR-CDC-ASC210071349	2021-04-15	North America	USA	Oregon	2021.28493150685
USA|OR-CDC-ASC210070208|EPI_ISL_2000411|B.1.1.519|2021-04-14	EPI_ISL_2000411	OR-CDC-ASC210070208	2021-04-14	North America	USA	Oregon	2021.28219178082
USA|CA-CDC-ASC210070583|EPI_ISL_2000417|B.1.1.519|2021-04-13	EPI_ISL_2000417	CA-CDC-ASC210070583	2021-04-13	North America	USA	California	2021.27945205479
USA|AZ-TG845849|EPI_ISL_2000964|B.1.1.519|2021-04-06	EPI_ISL_2000964	AZ-TG845849	2021-04-06	North America	USA	Arizona	2021.2602739726
USA|OH-CDC-LC0045180|EPI_ISL_1799112|B.1.1.519|2021-03-31	EPI_ISL_1799112	OH-CDC-LC0045180	2021-03-31	North America	USA	Ohio	2021.24383561644
Malaysia|NPHL_19269|EPI_ISL_2001645|B.6.6|2020-03-11	EPI_ISL_2001645	NPHL_19269	2020-03-11	Asia	Malaysia	Wilayah Persekutuan	2020.18904109589
USA|WA-UW-21041693534|EPI_ISL_2002141|B.1.1.519|2021-04-16	EPI_ISL_2002141	WA-UW-21041693534	2021-04-16	North America	USA	Washington	2021.28767123288
USA|WA-UW-21041696346|EPI_ISL_2002148|B.1.1.519|2021-04-16	EPI_ISL_2002148	WA-UW-21041696346	2021-04-16	North America	USA	Washington	2021.28767123288
USA|WA-UW-21041651762|EPI_ISL_2002150|B.1.1.519|2021-04-16	EPI_ISL_2002150	WA-UW-21041651762	2021-04-16	North America	USA	Washington	2021.28767123288
USA|WA-UW-21041631798|EPI_ISL_2002162|B.1.1.519|2021-04-16	EPI_ISL_2002162	WA-UW-21041631798	2021-04-16	North America	USA	Washington	2021.28767123288
USA|WA-UW-21041665456|EPI_ISL_2002165|B.1.1.519|2021-04-16	EPI_ISL_2002165	WA-UW-21041665456	2021-04-16	North America	USA	Washington	2021.28767123288
USA|WA-UW-21041734688|EPI_ISL_2002245|B.1.1.519|2021-04-17	EPI_ISL_2002245	WA-UW-21041734688	2021-04-17	North America	USA	Washington	2021.2904109589
USA|WA-UW-21041771384|EPI_ISL_2002282|B.1.1.519|2021-04-17	EPI_ISL_2002282	WA-UW-21041771384	2021-04-17	North America	USA	Washington	2021.2904109589
USA|WA-UW-21041777154|EPI_ISL_2002288|B.1.1.519|2021-04-17	EPI_ISL_2002288	WA-UW-21041777154	2021-04-17	North America	USA	Washington	2021.2904109589
USA|WA-UW-21041973714|EPI_ISL_2002437|B.1.1.519|2021-04-19	EPI_ISL_2002437	WA-UW-21041973714	2021-04-19	North America	USA	Washington	2021.29589041096
USA|WA-UW-21041374144|EPI_ISL_2002552|B.1.1.519|2021-04-13	EPI_ISL_2002552	WA-UW-21041374144	2021-04-13	North America	USA	Washington	2021.27945205479
USA|WA-UW-21041915218|EPI_ISL_2002752|B.1.1.519|2021-04-19	EPI_ISL_2002752	WA-UW-21041915218	2021-04-19	North America	USA	Washington	2021.29589041096
USA|WA-UW-21041967948|EPI_ISL_2002784|B.1.1.519|2021-04-19	EPI_ISL_2002784	WA-UW-21041967948	2021-04-19	North America	USA	Washington	2021.29589041096
Spain|VC-IBV-98025603|EPI_ISL_2004028|B.1.1.519|2021-03-27	EPI_ISL_2004028	VC-IBV-98025603	2021-03-27	Europe	Spain	Comunitat Valenciana	2021.23287671233
